model,N,Za,Zb,C,disruptor_count,disruptor_fraction,t,h,nr_states,nr_transitions,build_time,check_time,total_time,reach_a,reach_b,reach_consensus,reach_a_first,reach_b_first,reach_robust95_a,reach_robust95_b,reach_robust99_a,reach_robust99_b,exp_consensus_time,status,error
crossinh_contrarians,80,0,0,0,0,0.0,35,40,3320,12642,0.022561200999916764,0.12403584700041392,0.1467660749985953,0.7770463572993047,0.239290391070388,0.9999929829386298,0.7631886388911419,0.23680434404748885,0.7745966774584702,0.22541861926537907,0.7745945587880576,0.2253856302333706,4.4883153143436765,ok,
voter_zealots,80,4,4,0,8,0.1,35,40,73,144,0.014635584000643576,0.008123772999169887,0.022815479000200867,0.9997540156510583,0.819824122726109,0.9999999999999977,0.5994378704565203,0.4005621295434775,0.0,0.0,0.0,0.0,0.4458411187155096,ok,
voter_contrarians,80,0,0,8,8,0.1,35,40,657,3468,0.019172461999914958,0.02772371599894541,0.046987342000647914,0.9999678812050738,0.9593364450417989,1.0,0.5801005017876081,0.4198994982123921,0.0,0.0,0.0,0.0,0.4059397642573631,ok,
crossinh_zealots,80,4,4,0,8,0.1,35,40,2701,10512,0.02758891899975424,0.11849387300026137,0.14625693899870384,0.8023274841260086,0.22900163606300808,0.9999568898780099,0.7748272079852144,0.2251296818927941,0.7986024540343037,0.20125103990003052,0.7985743354336989,0.20103133671366144,4.84842759104889,ok,
crossinh_contrarians,80,0,0,8,8,0.1,35,40,24309,174182,0.13296387999980652,1.383625698999822,1.5174699029994372,0.8017301046212663,0.2778904425325683,0.9998497978672816,0.7341958726963066,0.2656539251709755,0.7898660568720702,0.20611256817733994,0.7894157801750615,0.0,4.870814409035457,ok,
voter_zealots,80,8,8,0,16,0.2,35,40,65,128,0.014845882000372512,0.008215542999096215,0.023128438000640017,0.9999743433735218,0.9311282858332973,0.9999999999999992,0.6002796965555982,0.3997203034444008,0.0,0.0,0.0,0.0,0.5105058491261887,ok,
voter_contrarians,80,0,0,16,16,0.2,35,40,1105,6172,0.018778838000798714,0.040441926999847055,0.05931735900048807,0.9999979881607342,0.9983443663846635,0.9999999999999997,0.5598962025151548,0.4401037974848441,0.0,0.0,0.0,0.0,0.40974059061206036,ok,
crossinh_zealots,80,8,8,0,16,0.2,35,40,2145,8320,0.025930757999958587,0.07338153500131739,0.09943239200038079,0.8437529117269926,0.22510122419731993,0.9998344572783548,0.7824097823831517,0.21742467489520423,0.8357429595731396,0.157048604668739,0.834976217224381,0.0,5.180866908915919,ok,
crossinh_contrarians,80,0,0,16,16,0.2,35,40,36465,272094,0.19159035200027574,1.4802131409996946,1.6732930289999786,0.8929348679456781,0.39485494070752686,0.9994680500556912,0.6715743600399638,0.3278936900157307,0.0,0.0,0.0,0.0,4.499406250045562,ok,
voter_zealots,80,10,10,0,20,0.25,35,40,61,120,0.014790191000429331,0.00754508799946052,0.022391298998627462,0.9999881757331714,0.9578677303498552,0.9999999999999989,0.6007870370556748,0.39921296294432435,0.0,0.0,0.0,0.0,0.5503985303107971,ok,
voter_contrarians,80,0,0,20,20,0.25,35,40,1281,7236,0.019513432000167086,0.03921549000006053,0.05884959700051695,0.9999992017008972,0.999699015642578,1.0,0.5495604776631597,0.45043952233684,0.0,0.0,0.0,0.0,0.4090827650499999,ok,
crossinh_zealots,80,10,10,0,20,0.25,35,40,1891,7320,0.023226133000207483,0.070047331000751,0.09352729700003692,0.874968811124411,0.2284915827700355,0.9997273811695221,0.7831811190156464,0.21654626215387549,0.8579653679108332,0.0,0.8488062532942043,0.0,5.312607744954832,ok,
crossinh_contrarians,80,0,0,20,20,0.25,35,40,39711,298538,0.21417508100057603,1.7107932369999617,1.9264606060005462,0.9292127425466633,0.5180732408312794,0.9995406815491019,0.6306028946958732,0.36893778685322726,0.0,0.0,0.0,0.0,3.9185922621881915,ok,
voter_zealots,80,16,16,0,32,0.4,35,40,49,96,0.014447543000642327,0.007237755000460311,0.021757628999694134,0.9999961258028258,0.9877369233156518,0.9999999999999989,0.6028324731344387,0.3971675268655607,0.0,0.0,0.0,0.0,0.7186876650152395,ok,
voter_contrarians,80,0,0,32,32,0.4,35,40,1617,9276,0.020458065999264363,0.053327028999774484,0.07391188499968848,0.9999998787479548,0.999998448012359,1.0000000000000007,0.5192981767760442,0.4807018232239543,0.0,0.0,0.0,0.0,0.3974416069429935,ok,
crossinh_zealots,80,16,16,0,32,0.4,35,40,1225,4704,0.023522874000263982,0.04066759900160832,0.06429697400017176,0.9603371263190565,0.2951306877549681,0.9994052193615585,0.7696518380331588,0.22975338132839954,0.0,0.0,0.0,0.0,5.44243301728693,ok,
crossinh_contrarians,80,0,0,32,32,0.4,35,40,40425,306254,0.22124081599940837,1.6542558819983242,1.8773793729997124,0.9818582726979083,0.9115926965329606,0.9999954045218749,0.5229939177983842,0.4770014867234899,0.0,0.0,0.0,0.0,1.7615171315710285,ok,
voter_zealots,80,20,20,0,40,0.5,35,40,41,80,0.018311026999072055,0.016703638999388204,0.03507660300056159,0.9999949780899406,0.9922189524052679,1.0000000000000004,0.604901896871498,0.3950981031285004,0.0,0.0,0.0,0.0,0.9021404246265702,ok,
voter_contrarians,80,0,0,40,40,0.5,35,40,1681,9676,0.023822490000384278,0.05255907199898502,0.0765037109995319,0.9999999515478087,0.99999995703816,0.9999999999999998,0.5009007940686587,0.4990992059313392,0.0,0.0,0.0,0.0,0.3829949557274064,ok,
crossinh_zealots,80,20,20,0,40,0.5,35,40,861,3280,0.018345266998949228,0.029371999999057152,0.047900176999974065,0.9765378260767064,0.41351323251683075,0.9994252591285655,0.7504156139152769,0.2490096452132889,0.0,0.0,0.0,0.0,5.327343496581601,ok,
crossinh_contrarians,80,0,0,40,40,0.5,35,40,35301,267078,0.19181166499947722,1.382718222999756,1.575850363000427,0.9968819969365499,0.9933512755612514,0.9999999991317282,0.4849323958247407,0.5150676033069861,0.0,0.0,0.0,0.0,0.9579874962042753,ok,
voter_zealots,80,24,24,0,48,0.6,35,40,33,64,0.0165741769997112,0.007554236000942183,0.024202607999541215,0.9999840362760096,0.9922022732682282,0.9999999999999968,0.6080456244623592,0.39195437553763873,0.0,0.0,0.0,0.0,1.209773395582539,ok,
voter_contrarians,80,0,0,48,48,0.6,35,40,1617,9308,0.025448648000747198,0.05638027600070927,0.08197752100022626,0.9999999793625589,0.9999999988623534,1.0000000000000002,0.4846257535813048,0.5153742464186944,0.0,0.0,0.0,0.0,0.36496872437968936,ok,
crossinh_zealots,80,24,24,0,48,0.6,35,40,561,2112,0.018296127000212437,0.01517632200011576,0.03357816400057345,0.9801154014133903,0.5345640757822603,0.9993865415699528,0.7323372071277774,0.2670493344421756,0.0,0.0,0.0,0.0,5.435229697059548,ok,
crossinh_contrarians,80,0,0,48,48,0.6,35,40,27489,206782,0.14879563499926007,0.996850366000217,1.1464470689988957,0.9998238191159956,0.999927566747486,1.0000000000000002,0.46557684532774846,0.5344231546722503,0.0,0.0,0.0,0.0,0.6236757351011146,ok,
voter_zealots,100,0,0,0,0,0.0,35,40,101,200,0.019157988999722875,0.014531438999256352,0.033842642998934025,0.9949026030739918,0.6031871740118351,0.9999999999999978,0.6225573915429392,0.37744260845705807,0.9460151659889866,0.00454151153310132,0.8670601619029894,0.00454151153310132,0.49101964787983343,ok,
voter_contrarians,100,0,0,0,0,0.0,35,40,101,200,0.01777087099981145,0.021673043000191683,0.039520402999187354,0.9949026030739918,0.6031871740118351,0.9999999999999978,0.6225573915429392,0.37744260845705807,0.9460151659889866,0.00454151153310132,0.8670601619029894,0.00454151153310132,0.49101964787983343,ok,
crossinh_zealots,100,0,0,0,0,0.0,35,40,5150,19802,0.02894809900135442,0.24879065900131536,0.2779842260006262,0.8016875665649378,0.20480660704390802,0.9999890544782302,0.7959360227040146,0.20405303177421663,0.800937238610284,0.1990516396926178,0.8009359843109428,0.19904105477121337,4.954362626294812,ok,
crossinh_contrarians,100,0,0,0,0,0.0,35,40,5150,19802,0.02968113599854405,0.2508714699997654,0.28080667900030676,0.8016875665649378,0.20480660704390802,0.9999890544782302,0.7959360227040146,0.20405303177421663,0.800937238610284,0.1990516396926178,0.8009359843109428,0.19904105477121337,4.954362626294812,ok,
voter_zealots,100,5,5,0,10,0.1,35,40,91,180,0.016492431999722612,0.01871767300144711,0.035293894999995246,0.999848649362766,0.7553376753614728,0.9999999999999981,0.6236051235580135,0.3763948764419855,0.0,0.0,0.0,0.0,0.5553183271344128,ok,
voter_contrarians,100,0,0,10,10,0.1,35,40,1001,5416,0.02316651500041189,0.039525270000012824,0.0627894480003306,0.9999748066257922,0.9337981686983762,1.000000000000001,0.5998053473502817,0.4001946526497176,0.0,0.0,0.0,0.0,0.5079144816518646,ok,
crossinh_zealots,100,5,5,0,10,0.1,35,40,4186,16380,0.03738112499922863,0.19308297099996707,0.23064445499949215,0.8268989769008838,0.1882463812537294,0.9999204580006764,0.8128993964517082,0.18702106154896805,0.8256613259496655,0.17407794167503698,0.8256379876330042,0.17395994274857782,5.457128826830804,ok,
crossinh_contrarians,100,0,0,10,10,0.1,35,40,46046,337068,0.24384147399905487,3.80919134099895,4.054975405000732,0.8214808418567102,0.2243118951163768,0.999664294254795,0.7802643427775038,0.21939995147728925,0.8161798458956566,0.18026496264633143,0.8158557415724723,0.1785182801207651,5.820236970240773,ok,
voter_zealots,100,10,10,0,20,0.2,35,40,81,160,0.01939128899903153,0.015384488999188761,0.03483688199958124,0.9999808717942014,0.8900534441015393,1.0000000000000007,0.6249232095925737,0.37507679040742514,0.0,0.0,0.0,0.0,0.6389015840341632,ok,
voter_contrarians,100,0,0,20,20,0.2,35,40,1701,9636,0.0235090019996278,0.05696745800014469,0.08060854499854031,0.9999974147163952,0.9962851924950656,0.9999999999999999,0.5748052880238512,0.4251947119761481,0.0,0.0,0.0,0.0,0.5161588513916616,ok,
crossinh_zealots,100,10,10,0,20,0.2,35,40,3321,12960,0.030956571999922744,0.14378604699959396,0.17490696700042463,0.866290241561183,0.17476054912975514,0.9996445073469237,0.8276223772040815,0.172022130142843,0.8626081430697934,0.1314211088934969,0.8621355106346638,0.12620917675180895,5.990277358089797,ok,
crossinh_contrarians,100,0,0,20,20,0.2,35,40,69741,527638,0.3809615779991873,3.4007391209997877,3.783827900999313,0.8944400570892099,0.30631508953581094,0.997978665511955,0.7270156080929921,0.2709630574189637,0.0,0.0,0.0,0.0,6.079902622093308,ok,
voter_zealots,100,13,13,0,26,0.26,35,40,75,148,0.016030280999984825,0.00806355100030487,0.024158287000318523,0.9999909657036239,0.9327123961425807,0.9999999999999978,0.6258907084350113,0.3741092915649867,0.0,0.0,0.0,0.0,0.7022534201105194,ok,
voter_contrarians,100,0,0,26,26,0.26,35,40,2025,11592,0.023295410001082928,0.07183211399933498,0.09526968299906002,0.9999988167174623,0.9994257774850774,1.0,0.5593240216363506,0.44067597836364814,0.0,0.0,0.0,0.0,0.5165280040162811,ok,
crossinh_zealots,100,13,13,0,26,0.26,35,40,2850,11100,0.030029429999558488,0.10355136600082915,0.13373566500013112,0.9003299197210854,0.1720117500373514,0.9992917288897786,0.8325097737454304,0.1667819551443488,0.8884613469716421,0.0,0.8830479553765271,0.0,6.2910872230268176,ok,
crossinh_contrarians,100,0,0,26,26,0.26,35,40,76950,586204,0.40248798500033445,4.293338626001059,4.699007896000694,0.9245103431653701,0.4327526907245392,0.9975309964986889,0.6730864551305367,0.32444454136815176,0.0,0.0,0.0,0.0,5.522350924846686,ok,
voter_zealots,100,20,20,0,40,0.4,35,40,61,120,0.01639670400072646,0.007881285000621574,0.024349381999854813,0.9999947885568294,0.9731205662589436,0.9999999999999989,0.6289289347215345,0.3710710652784631,0.0,0.0,0.0,0.0,0.9130692046664387,ok,
voter_contrarians,100,0,0,40,40,0.4,35,40,2501,14476,0.028487431998655666,0.08726213899899449,0.11590498099940305,0.9999995931748418,0.9999937529543039,1.0000000000000004,0.5239132573628895,0.47608674263710965,0.0,0.0,0.0,0.0,0.5043894752375206,ok,
crossinh_zealots,100,20,20,0,40,0.4,35,40,1891,7320,0.02599682199979725,0.0452050429994415,0.07134114200016484,0.9636902425148941,0.20686354169102888,0.9980064269837012,0.8251682241373499,0.17283820284635312,0.0,0.0,0.0,0.0,6.751488992561056,ok,
crossinh_contrarians,100,0,0,40,40,0.4,35,40,77531,593778,0.43255930700070166,4.114809460001197,4.550405895000949,0.9669572248151558,0.8401360593961,0.9998649352239897,0.5424535375762867,0.457411397647705,0.0,0.0,0.0,0.0,2.7675678738970624,ok,
voter_zealots,100,25,25,0,50,0.5,35,40,51,100,0.018002712000452448,0.009983423999074148,0.028048429998307256,0.9999903935794349,0.9801969063616631,1.0,0.6321818736370515,0.3678181263629474,0.0,0.0,0.0,0.0,1.160970388055505,ok,
voter_contrarians,100,0,0,50,50,0.5,35,40,2601,15096,0.027997571000014432,0.09757023000020126,0.12573711599907256,0.9999997556002633,0.999999775727612,0.9999999999999979,0.5007507158014013,0.4992492841985968,0.0,0.0,0.0,0.0,0.4862832078564057,ok,
crossinh_zealots,100,25,25,0,50,0.5,35,40,1326,5100,0.02393122399917047,0.037352640998506104,0.0613876679999521,0.9737408216149895,0.2948620177414595,0.9974873288213705,0.8052009630279973,0.1922863657933738,0.0,0.0,0.0,0.0,6.774156869470068,ok,
crossinh_contrarians,100,0,0,50,50,0.5,35,40,67626,517348,0.3640765019990795,3.194813346000956,3.5621120520008844,0.992121763861602,0.9824554636249287,0.9999998415496317,0.4863163780806681,0.5136834634689634,0.0,0.0,0.0,0.0,1.3920608374853976,ok,
voter_zealots,100,30,30,0,60,0.6,35,40,41,80,0.01689362499928393,0.010606957999698352,0.027570541999011766,0.9999564775924225,0.9775233759629178,0.9999999999925921,0.6371234348242263,0.36287656516836714,0.0,0.0,0.0,0.0,1.5895334956389535,ok,
voter_contrarians,100,0,0,60,60,0.6,35,40,2501,14516,0.027198195000892156,0.08162658999935957,0.10898025700043945,0.9999998509465562,0.9999999925082219,0.9999999999999992,0.480303434113834,0.5196965658861652,0.0,0.0,0.0,0.0,0.4627627489034803,ok,
crossinh_zealots,100,30,30,0,60,0.6,35,40,861,3280,0.01846092499908991,0.02929877299902728,0.04789574200003699,0.9733695119710022,0.3988744846695363,0.9968730825641259,0.7837231107939929,0.21314997177013367,0.0,0.0,0.0,0.0,6.971880775289317,ok,
crossinh_contrarians,100,0,0,60,60,0.6,35,40,52521,399918,0.2750244050002948,2.3209241820004536,2.597497984999791,0.9993857896888216,0.9997289544269821,0.9999999999998694,0.45894054118781896,0.5410594588120512,0.0,0.0,0.0,0.0,0.8217087692709563,ok,
voter_zealots,200,0,0,0,0,0.0,35,40,201,400,0.15611264600011054,0.05163277700012259,0.20821398699990823,0.9995121746537488,0.36739323118011,0.9999999999999939,0.7312226364662066,0.2687773635337877,0.9956232291457277,2.380544727553225e-05,0.9877854774641831,2.380544727553225e-05,0.9264467083700598,ok,
voter_contrarians,200,0,0,0,0,0.0,35,40,201,400,0.024493314998835558,0.02775191600085236,0.05230332499922952,0.9995121746537488,0.36739323118011,0.9999999999999939,0.7312226364662066,0.2687773635337877,0.9956232291457277,2.380544727553225e-05,0.9877854774641831,2.380544727553225e-05,0.9264467083700598,ok,
crossinh_zealots,200,0,0,0,0,0.0,35,40,20300,79602,0.055305180001596455,1.734031189000234,1.7899457809999149,0.8849954366562695,0.11506291116722657,0.9999823085469006,0.8849220900070641,0.11506021853983678,0.8849913896900566,0.11498715694848016,0.8849907957756281,0.1149862692020211,5.718850705729125,ok,
crossinh_contrarians,200,0,0,0,0,0.0,35,40,20300,79602,0.06885687700014387,1.6852540129984845,1.7547044300008565,0.8849954366562695,0.11506291116722657,0.9999823085469006,0.8849220900070641,0.11506021853983678,0.8849913896900566,0.11498715694848016,0.8849907957756281,0.1149862692020211,5.718850705729125,ok,
voter_zealots,200,10,10,0,20,0.1,35,40,181,360,0.021499559999938356,0.020841816000029212,0.04239814600077807,0.9999814059148797,0.4551568967475728,0.9999999999999956,0.7347940881241206,0.26520591187587517,0.0,0.0,0.0,0.0,1.0650567730044722,ok,
voter_contrarians,200,0,0,20,20,0.1,35,40,3801,21636,0.034657246998904156,0.19386728000063158,0.2286582950000593,0.9999910538290104,0.7343287057971428,0.9999999999999987,0.694277720394093,0.3057222796059045,0.0,0.0,0.0,0.0,1.007159530378468,ok,
crossinh_zealots,200,10,10,0,20,0.1,35,40,16471,65160,0.07697484799973608,1.241791506001391,1.319180681999569,0.9083297638229465,0.0921150038218165,0.9998122075678098,0.9077019201771284,0.09211028739068197,0.9082983456853538,0.09140355978980126,0.908287352285043,0.09138247831170121,6.487533328631039,ok,
crossinh_contrarians,200,0,0,20,20,0.1,35,40,345891,2645138,1.9139982920005423,106.74895176700011,108.67424410199965,0.8991776564626474,0.1035764053507123,0.9988676970677202,0.8953519583016603,0.10351573876605911,0.8987765268903382,0.09844155591664697,0.8986405519627443,0.09808909816576009,7.742503335940548,ok,
voter_zealots,200,20,20,0,40,0.2,35,40,161,320,0.018616285000462085,0.016947395999522996,0.03564143900075578,0.9999943959994847,0.6094341494293612,0.9999999999999923,0.7392829014460434,0.26071709855395014,0.0,0.0,0.0,0.0,1.251644797422694,ok,
voter_contrarians,200,0,0,40,40,0.2,35,40,6601,38476,0.041281884999989416,0.33871409200037306,0.3802156029996695,0.999993546106708,0.9562966027743878,0.999999999999993,0.6496511242265552,0.3503488757734366,0.0,0.0,0.0,0.0,1.0731283612358307,ok,
crossinh_zealots,200,20,20,0,40,0.2,35,40,13041,51520,0.06808841800011578,0.9369366649989388,1.0053818380001758,0.9394165938047231,0.06469409581672014,0.9989433421492421,0.9342650092907575,0.06467833285848287,0.9389379177165834,0.05733070534142774,0.9387552099372054,0.056687322385659676,7.479101120685661,ok,
crossinh_contrarians,200,0,0,40,40,0.2,35,40,534681,4159278,3.256381383000189,95.86373982400073,99.14501125999959,0.9297448140974479,0.09207677375272301,0.9845559062298049,0.8937163246458651,0.09083958158393961,0.0,0.0,0.0,0.0,11.010192395111536,ok,
voter_zealots,200,25,25,0,50,0.25,35,40,151,300,0.019490815999233746,0.016446927998913452,0.036015766998389154,0.9999950044761594,0.6736718787518637,0.9999999999999645,0.7419853586986103,0.2580146413013557,0.0,0.0,0.0,0.0,1.3713122922526857,ok,
voter_contrarians,200,0,0,50,50,0.25,35,40,7701,45096,0.046460071000183234,0.39629548100128886,0.44300280700008443,0.9999917151347651,0.9843982408587351,0.9999999999999942,0.6251982533229078,0.3748017466770859,0.0,0.0,0.0,0.0,1.097349747065895,ok,
crossinh_zealots,200,25,25,0,50,0.25,35,40,11476,45300,0.06138219099921116,0.7028861790004157,0.7646295630001987,0.9569475732139908,0.0520026276812981,0.998079371942985,0.9461173178851033,0.05196205405787885,0.9551466694024392,0.026150466159160016,0.9544347208119426,0.0,8.063905113757489,ok,
crossinh_contrarians,200,0,0,50,50,0.25,35,40,585276,4566848,3.5751753650001774,109.91477027899964,113.51246122200064,0.9108790075424386,0.10987757456196434,0.9589728077762151,0.8550834781608867,0.10388932961532882,0.0,0.0,0.0,0.0,13.050337523591706,ok,
voter_zealots,200,40,40,0,80,0.4,35,40,121,240,0.019979190999947605,0.01749467500121682,0.03756897600032971,0.9999843795774906,0.7729362312633208,0.9999999996423472,0.7528129803201385,0.24718701932220818,0.0,0.0,0.0,0.0,1.9166139930196202,ok,
voter_contrarians,200,0,0,80,80,0.4,35,40,9801,57756,0.07336623999981384,0.5091801979997399,0.5828954030002933,0.9999737623169772,0.9994421752469337,0.9999999999999954,0.5488375424260097,0.4511624575739869,0.0,0.0,0.0,0.0,1.1244980902598434,ok,
crossinh_zealots,200,40,40,0,80,0.4,35,40,7381,29040,0.05019573499885155,0.2591680189998442,0.30973198500032595,0.980170586754526,0.03351222125020841,0.9898102608722115,0.9573544076843693,0.03245585318784449,0.0,0.0,0.0,0.0,10.27057955818384,ok,
crossinh_contrarians,200,0,0,80,80,0.4,35,40,597861,4679558,3.686687138999332,102.80026604900013,106.51155704399935,0.8139384087648671,0.3863802824585029,0.9268183958288159,0.6428306560575267,0.28398773977129005,0.0,0.0,0.0,0.0,12.920290761306353,ok,
voter_zealots,200,50,50,0,100,0.5,35,40,101,200,0.01818214299964893,0.013543764000132796,0.03179684799943061,0.9999032229134075,0.7693418576242143,0.9999998537862248,0.7635549202291524,0.23644493355707238,0.0,0.0,0.0,0.0,2.59158273231601,ok,
voter_contrarians,200,0,0,100,100,0.5,35,40,10201,60196,0.05569035000007716,0.5340789940000832,0.5900725009996677,0.999947134862778,0.9999485544359107,0.9999999999999937,0.5003398918039166,0.49966010819607676,0.0,0.0,0.0,0.0,1.1036614511141334,ok,
crossinh_zealots,200,50,50,0,100,0.5,35,40,5151,20200,0.03710174200023175,0.16062302400132467,0.19789519000005384,0.9623035619781992,0.042221490091941316,0.9716694810057629,0.9359710592071588,0.035698421798605294,0.0,0.0,0.0,0.0,11.999509547751073,ok,
crossinh_contrarians,200,0,0,100,100,0.5,35,40,520251,4069698,3.3313810039999225,83.6682975879994,87.01714567999989,0.8868772112936583,0.7752522772158135,0.9914844971683401,0.5228951181327661,0.4685893790355751,0.0,0.0,0.0,0.0,6.207338176466997,ok,
voter_zealots,200,60,60,0,120,0.6,35,40,81,160,0.01607449400034966,0.010547222000241163,0.02667697600008978,0.9987778729480135,0.6971603060492533,0.9999563850390183,0.7791410948472292,0.22081529019178878,0.0,0.0,0.0,0.0,3.9366856613192804,ok,
voter_contrarians,200,0,0,120,120,0.6,35,40,9801,57836,0.05452010999943013,0.4929178000002139,0.5477459659996384,0.99991202647296,0.9999958434326998,0.9999999999999981,0.4572791962086588,0.5427208037913378,0.0,0.0,0.0,0.0,1.057586397574754,ok,
crossinh_zealots,200,60,60,0,120,0.6,35,40,3321,12960,0.03043542100022023,0.10196536799958267,0.13254933300049743,0.9287218234680216,0.06557150417116263,0.9433021706311663,0.8965236919207038,0.046778478710458524,0.0,0.0,0.0,0.0,13.86230561526003,ok,
crossinh_contrarians,200,0,0,120,120,0.6,35,40,401841,3135838,2.4903949060008017,57.16915049899944,59.6763997500002,0.9740359283373966,0.9853529734288736,0.9999884116262676,0.4356016540657962,0.56438675756047,0.0,0.0,0.0,0.0,2.495896400444863,ok,
voter_zealots,500,0,0,0,0,0.0,35,40,501,1000,0.1495225449998543,0.08885720699981903,0.23879814199972316,0.9999991663476508,0.08191384149521302,0.9999999999991187,0.9242879594733645,0.07571204052575561,0.9999946348218799,3.3175035329435923e-12,0.9999855367085324,3.3175035329435923e-12,1.7002440078084444,ok,
voter_contrarians,500,0,0,0,0,0.0,35,40,501,1000,0.02240369900027872,0.06907884900101635,0.09155832400028885,0.9999991663476508,0.08191384149521302,0.9999999999991187,0.9242879594733645,0.07571204052575561,0.9999946348218799,3.3175035329435923e-12,0.9999855367085324,3.3175035329435923e-12,1.7002440078084444,ok,
crossinh_zealots,500,0,0,0,0,0.0,35,40,125750,499002,0.286946184000044,28.217316080999808,28.508111002000078,0.9714735939633027,0.028516164924701482,0.9999897585365115,0.9714735936121757,0.028516164924332954,0.9714732928971297,0.02851568255469155,0.9714731383713375,0.028515470137706864,5.778256891845626,ok,
crossinh_contrarians,500,0,0,0,0,0.0,35,40,125750,499002,0.328659061999133,29.40610381099941,29.73723472599886,0.9714735939633027,0.028516164924701482,0.9999897585365115,0.9714735936121757,0.028516164924332954,0.9714732928971297,0.02851568255469155,0.9714731383713375,0.028515470137706864,5.778256891845626,ok,
voter_zealots,500,25,25,0,50,0.1,35,40,451,900,0.01530280900078651,0.03254096599994227,0.047902573000101256,0.9999998872507625,0.08026916792984465,0.9999999999174606,0.9314532964959058,0.06854670342155209,0.0,0.0,0.0,0.0,2.0086461490529506,ok,
voter_contrarians,500,0,0,50,50,0.1,35,40,23001,135096,0.0977359089993115,2.484331615998599,2.582693079000819,0.9999991705010315,0.18923163703458587,0.9999999988710849,0.8948030101577072,0.10519698871337879,0.0,0.0,0.0,0.0,2.1558684894244053,ok,
crossinh_zealots,500,25,25,0,50,0.1,35,40,101926,405900,0.38284381499943265,18.75865353500012,19.144722576000277,0.982499010253063,0.017399392377059487,0.9998981031842831,0.9824987108081085,0.017399392376176544,0.9824943521448319,0.01738983463749495,0.9824921900930579,0.017386441223166856,6.516391053905604,ok,
